ID_MUN,Indicador,Valor
8003,Coeficiente de Gini,0.331767
8003,Razón de ingreso,0.179127
8003,IDH,0.716
8014,Coeficiente de Gini,0.302115
8014,Razón de ingreso,0.183004
8014,IDH,0.689
8018,Coeficiente de Gini,0.318093
8018,Razón de ingreso,0.186404
8018,IDH,0.635
8064,Coeficiente de Gini,0.330071
8064,Razón de ingreso,0.17818
8064,IDH,0.631
8043,Coeficiente de Gini,0.322354
8043,Razón de ingreso,0.188364
8043,IDH,0.672
8025,Coeficiente de Gini,0.328898
8025,Razón de ingreso,0.170272
8025,IDH,0.712
8061,Coeficiente de Gini,0.313877
8061,Razón de ingreso,0.165731
8061,IDH,0.65
8062,Coeficiente de Gini,0.325018
8062,Razón de ingreso,0.187585
8062,IDH,0.722
8028,Coeficiente de Gini,0.302046
8028,Razón de ingreso,0.201979
8028,IDH,0.665
8016,Coeficiente de Gini,0.297797
8016,Razón de ingreso,0.1403
8016,IDH,0.71
8033,Coeficiente de Gini,0.325869
8033,Razón de ingreso,0.172387
8033,IDH,0.63
8035,Coeficiente de Gini,0.317223
8035,Razón de ingreso,0.212266
8035,IDH,0.636
8059,Coeficiente de Gini,0.323294
8059,Razón de ingreso,0.155432
8059,IDH,0.737
8024,Coeficiente de Gini,0.31594
8024,Razón de ingreso,0.170589
8024,IDH,0.693
8038,Coeficiente de Gini,0.299552
8038,Razón de ingreso,0.1956
8038,IDH,0.689
8039,Coeficiente de Gini,0.317873
8039,Razón de ingreso,0.165767
8039,IDH,0.72
8042,Coeficiente de Gini,0.297033
8042,Razón de ingreso,0.18187
8042,IDH,0.641
8054,Coeficiente de Gini,0.306477
8054,Razón de ingreso,0.146819
8054,IDH,0.634
8056,Coeficiente de Gini,0.329312
8056,Razón de ingreso,0.175425
8056,IDH,0.628
8057,Coeficiente de Gini,0.325648
8057,Razón de ingreso,0.168925
8057,IDH,0.65
8060,Coeficiente de Gini,0.33471
8060,Razón de ingreso,0.171155
8060,IDH,0.746
10004,Coeficiente de Gini,0.313426
10004,Razón de ingreso,0.214233
10004,IDH,0.685
10006,Coeficiente de Gini,0.338342
10006,Razón de ingreso,0.20549
10006,IDH,0.62
10008,Coeficiente de Gini,0.343651
10008,Razón de ingreso,0.186469
10008,IDH,0.715
10013,Coeficiente de Gini,0.301475
10013,Razón de ingreso,0.211442
10013,IDH,0.68
10015,Coeficiente de Gini,0.335583
10015,Razón de ingreso,0.176899
10015,IDH,0.677
10016,Coeficiente de Gini,0.335765
10016,Razón de ingreso,0.200159
10016,IDH,0.665
10020,Coeficiente de Gini,0.339295
10020,Razón de ingreso,0.182777
10020,IDH,0.677
10021,Coeficiente de Gini,0.333743
10021,Razón de ingreso,0.200306
10021,IDH,0.657
10026,Coeficiente de Gini,0.330259
10026,Razón de ingreso,0.212925
10026,IDH,0.6
10029,Coeficiente de Gini,0.34564
10029,Razón de ingreso,0.192297
10029,IDH,0.647
10031,Coeficiente de Gini,0.341059
10031,Razón de ingreso,0.176618
10031,IDH,0.62
10036,Coeficiente de Gini,0.322023
10036,Razón de ingreso,0.223177
10036,IDH,0.717
10038,Coeficiente de Gini,0.341522
10038,Razón de ingreso,0.190443
10038,IDH,0.716
11001,Coeficiente de Gini,0.340388
11001,Razón de ingreso,0.16681
11001,IDH,0.632
11004,Coeficiente de Gini,0.342493
11004,Razón de ingreso,0.181837
11004,IDH,0.658
11005,Coeficiente de Gini,0.340324
11005,Razón de ingreso,0.177614
11005,IDH,0.68
11012,Coeficiente de Gini,0.344709
11012,Razón de ingreso,0.170105
11012,IDH,0.643
11016,Coeficiente de Gini,0.340626
11016,Razón de ingreso,0.178254
11016,IDH,0.628
11022,Coeficiente de Gini,0.331583
11022,Razón de ingreso,0.167884
11022,IDH,0.623
11025,Coeficiente de Gini,0.317615
11025,Razón de ingreso,0.194097
11025,IDH,0.673
11030,Coeficiente de Gini,0.336035
11030,Razón de ingreso,0.198241
11030,IDH,0.627
11032,Coeficiente de Gini,0.322518
11032,Razón de ingreso,0.176342
11032,IDH,0.702
11041,Coeficiente de Gini,0.354661
11041,Razón de ingreso,0.178439
11041,IDH,0.696
11044,Coeficiente de Gini,0.333252
11044,Razón de ingreso,0.195795
11044,IDH,0.697
12005,Coeficiente de Gini,0.331589
12005,Razón de ingreso,0.160802
12005,IDH,0.671
12008,Coeficiente de Gini,0.328727
12008,Razón de ingreso,0.159269
12008,IDH,0.609
12015,Coeficiente de Gini,0.347097
12015,Razón de ingreso,0.183832
12015,IDH,0.703
12018,Coeficiente de Gini,0.338081
12018,Razón de ingreso,0.175166
12018,IDH,0.666
12019,Coeficiente de Gini,0.335529
12019,Razón de ingreso,0.168015
12019,IDH,0.512
12023,Coeficiente de Gini,0.321151
12023,Razón de ingreso,0.170791
12023,IDH,0.631
12026,Coeficiente de Gini,0.333887
12026,Razón de ingreso,0.165014
12026,IDH,0.594
12027,Coeficiente de Gini,0.319174
12027,Razón de ingreso,0.172508
12027,IDH,0.613
12031,Coeficiente de Gini,0.335842
12031,Razón de ingreso,0.174335
12031,IDH,0.579
12079,Coeficiente de Gini,0.331727
12079,Razón de ingreso,0.143551
12079,IDH,0.472
12074,Coeficiente de Gini,0.320442
12074,Razón de ingreso,0.171818
12074,IDH,0.542
12063,Coeficiente de Gini,0.343176
12063,Razón de ingreso,0.168851
12063,IDH,0.538
12072,Coeficiente de Gini,0.329306
12072,Razón de ingreso,0.159955
12072,IDH,0.535
12068,Coeficiente de Gini,0.329844
12068,Razón de ingreso,0.199168
12068,IDH,0.654
12069,Coeficiente de Gini,0.343714
12069,Razón de ingreso,0.163561
12069,IDH,0.515
12080,Coeficiente de Gini,0.328712
12080,Razón de ingreso,0.17476
12080,IDH,0.603
13002,Coeficiente de Gini,0.354758
13002,Razón de ingreso,0.183697
13002,IDH,0.592
13003,Coeficiente de Gini,0.33248
13003,Razón de ingreso,0.203745
13003,IDH,0.756
13008,Coeficiente de Gini,0.340159
13008,Razón de ingreso,0.193258
13008,IDH,0.72
13009,Coeficiente de Gini,0.316555
13009,Razón de ingreso,0.168197
13009,IDH,0.676
13010,Coeficiente de Gini,0.314456
13010,Razón de ingreso,0.187914
13010,IDH,0.771
13012,Coeficiente de Gini,0.320909
13012,Razón de ingreso,0.169686
13012,IDH,0.681
13015,Coeficiente de Gini,0.338071
13015,Razón de ingreso,0.182991
13015,IDH,0.694
13016,Coeficiente de Gini,0.33167
13016,Razón de ingreso,0.18389
13016,IDH,0.655
13018,Coeficiente de Gini,0.321725
13018,Razón de ingreso,0.156598
13018,IDH,0.606
13022,Coeficiente de Gini,0.320762
13022,Razón de ingreso,0.192428
13022,IDH,0.737
13023,Coeficiente de Gini,0.343532
13023,Razón de ingreso,0.181385
13023,IDH,0.754
13024,Coeficiente de Gini,0.329381
13024,Razón de ingreso,0.15658
13024,IDH,0.648
13026,Coeficiente de Gini,0.317023
13026,Razón de ingreso,0.170432
13026,IDH,0.579
13029,Coeficiente de Gini,0.320897
13029,Razón de ingreso,0.191418
13029,IDH,0.709
13032,Coeficiente de Gini,0.333357
13032,Razón de ingreso,0.166668
13032,IDH,0.632
13033,Coeficiente de Gini,0.332142
13033,Razón de ingreso,0.180067
13033,IDH,0.63
13034,Coeficiente de Gini,0.328415
13034,Razón de ingreso,0.164582
13034,IDH,0.626
13035,Coeficiente de Gini,0.304373
13035,Razón de ingreso,0.170585
13035,IDH,0.655
13037,Coeficiente de Gini,0.317281
13037,Razón de ingreso,0.182965
13037,IDH,0.641
13038,Coeficiente de Gini,0.341574
13038,Razón de ingreso,0.169106
13038,IDH,0.646
13039,Coeficiente de Gini,0.327937
13039,Razón de ingreso,0.157801
13039,IDH,0.761
13041,Coeficiente de Gini,0.32816
13041,Razón de ingreso,0.177341
13041,IDH,0.74
13043,Coeficiente de Gini,0.323429
13043,Razón de ingreso,0.188642
13043,IDH,0.6
13045,Coeficiente de Gini,0.322725
13045,Razón de ingreso,0.171491
13045,IDH,0.661
13046,Coeficiente de Gini,0.329564
13046,Razón de ingreso,0.1579
13046,IDH,0.598
13049,Coeficiente de Gini,0.334559
13049,Razón de ingreso,0.16156
13049,IDH,0.58
13050,Coeficiente de Gini,0.311
13050,Razón de ingreso,0.193332
13050,IDH,0.763
13052,Coeficiente de Gini,0.324111
13052,Razón de ingreso,0.18364
13052,IDH,0.715
13054,Coeficiente de Gini,0.32442
13054,Razón de ingreso,0.191745
13054,IDH,0.732
13056,Coeficiente de Gini,0.317049
13056,Razón de ingreso,0.198721
13056,IDH,0.747
13061,Coeficiente de Gini,0.310064
13061,Razón de ingreso,0.186438
13061,IDH,0.769
13062,Coeficiente de Gini,0.321007
13062,Razón de ingreso,0.150707
13062,IDH,0.555
13066,Coeficiente de Gini,0.319336
13066,Razón de ingreso,0.181056
13066,IDH,0.711
13070,Coeficiente de Gini,0.329725
13070,Razón de ingreso,0.170574
13070,IDH,0.732
13074,Coeficiente de Gini,0.327139
13074,Razón de ingreso,0.193311
13074,IDH,0.741
13081,Coeficiente de Gini,0.331122
13081,Razón de ingreso,0.17658
13081,IDH,0.703
13083,Coeficiente de Gini,0.342442
13083,Razón de ingreso,0.183593
13083,IDH,0.74
13084,Coeficiente de Gini,0.326631
13084,Razón de ingreso,0.178988
13084,IDH,0.688
14001,Coeficiente de Gini,0.32269
14001,Razón de ingreso,0.179908
14001,IDH,0.658
14002,Coeficiente de Gini,0.31368
14002,Razón de ingreso,0.174536
14002,IDH,0.724
14005,Coeficiente de Gini,0.330185
14005,Razón de ingreso,0.174378
14005,IDH,0.744
14013,Coeficiente de Gini,0.3355
14013,Razón de ingreso,0.163562
14013,IDH,0.692
14016,Coeficiente de Gini,0.333265
14016,Razón de ingreso,0.171356
14016,IDH,0.614
14021,Coeficiente de Gini,0.323371
14021,Razón de ingreso,0.167725
14021,IDH,0.71
14022,Coeficiente de Gini,0.332023
14022,Razón de ingreso,0.171295
14022,IDH,0.693
14035,Coeficiente de Gini,0.330162
14035,Razón de ingreso,0.176224
14035,IDH,0.665
14044,Coeficiente de Gini,0.313256
14044,Razón de ingreso,0.194358
14044,IDH,0.739
14046,Coeficiente de Gini,0.331669
14046,Razón de ingreso,0.161958
14046,IDH,0.667
14051,Coeficiente de Gini,0.313627
14051,Razón de ingreso,0.182161
14051,IDH,0.736
14055,Coeficiente de Gini,0.323002
14055,Razón de ingreso,0.175933
14055,IDH,0.734
14065,Coeficiente de Gini,0.328698
14065,Razón de ingreso,0.165138
14065,IDH,0.663
14073,Coeficiente de Gini,0.321283
14073,Razón de ingreso,0.176019
14073,IDH,0.689
14083,Coeficiente de Gini,0.314322
14083,Razón de ingreso,0.182303
14083,IDH,0.713
14085,Coeficiente de Gini,0.324522
14085,Razón de ingreso,0.179113
14085,IDH,0.706
14105,Coeficiente de Gini,0.335653
14105,Razón de ingreso,0.169265
14105,IDH,0.682
14096,Coeficiente de Gini,0.330314
14096,Razón de ingreso,0.156508
14096,IDH,0.656
14109,Coeficiente de Gini,0.329076
14109,Razón de ingreso,0.166523
14109,IDH,0.64
14113,Coeficiente de Gini,0.335766
14113,Razón de ingreso,0.171903
14113,IDH,0.688
14121,Coeficiente de Gini,0.318738
14121,Razón de ingreso,0.188383
14121,IDH,0.727
14125,Coeficiente de Gini,0.340948
14125,Razón de ingreso,0.170945
14125,IDH,0.661
15046,Coeficiente de Gini,0.34349
15046,Razón de ingreso,0.175606
15046,IDH,0.704
15049,Coeficiente de Gini,0.336141
15049,Razón de ingreso,0.178067
15049,IDH,0.657
15063,Coeficiente de Gini,0.340689
15063,Razón de ingreso,0.189618
15063,IDH,0.649
15091,Coeficiente de Gini,0.34181
15091,Razón de ingreso,0.19175
15091,IDH,0.757
16001,Coeficiente de Gini,0.317773
16001,Razón de ingreso,0.1608
16001,IDH,0.633
16004,Coeficiente de Gini,0.317823
16004,Razón de ingreso,0.169868
16004,IDH,0.631
16006,Coeficiente de Gini,0.319898
16006,Razón de ingreso,0.187389
16006,IDH,0.673
16007,Coeficiente de Gini,0.341659
16007,Razón de ingreso,0.168765
16007,IDH,0.632
16009,Coeficiente de Gini,0.331657
16009,Razón de ingreso,0.179396
16009,IDH,0.651
16011,Coeficiente de Gini,0.320054
16011,Razón de ingreso,0.178943
16011,IDH,0.69
16014,Coeficiente de Gini,0.32541
16014,Razón de ingreso,0.15648
16014,IDH,0.669
16016,Coeficiente de Gini,0.330392
16016,Razón de ingreso,0.189129
16016,IDH,0.617
16017,Coeficiente de Gini,0.332407
16017,Razón de ingreso,0.169767
16017,IDH,0.612
16020,Coeficiente de Gini,0.340547
16020,Razón de ingreso,0.187262
16020,IDH,0.641
16021,Coeficiente de Gini,0.325984
16021,Razón de ingreso,0.185203
16021,IDH,0.613
16025,Coeficiente de Gini,0.351171
16025,Razón de ingreso,0.177027
16025,IDH,0.647
16029,Coeficiente de Gini,0.335612
16029,Razón de ingreso,0.172898
16029,IDH,0.594
16030,Coeficiente de Gini,0.313596
16030,Razón de ingreso,0.183176
16030,IDH,0.638
16031,Coeficiente de Gini,0.316629
16031,Razón de ingreso,0.16627
16031,IDH,0.588
16032,Coeficiente de Gini,0.364393
16032,Razón de ingreso,0.194066
16032,IDH,0.632
16033,Coeficiente de Gini,0.32844
16033,Razón de ingreso,0.18215
16033,IDH,0.637
16037,Coeficiente de Gini,0.305964
16037,Razón de ingreso,0.15362
16037,IDH,0.601
16043,Coeficiente de Gini,0.330191
16043,Razón de ingreso,0.171653
16043,IDH,0.663
16044,Coeficiente de Gini,0.329051
16044,Razón de ingreso,0.186035
16044,IDH,0.648
16046,Coeficiente de Gini,0.337883
16046,Razón de ingreso,0.163475
16046,IDH,0.618
16047,Coeficiente de Gini,0.325237
16047,Razón de ingreso,0.169032
16047,IDH,0.604
16051,Coeficiente de Gini,0.30593
16051,Razón de ingreso,0.168956
16051,IDH,0.694
16054,Coeficiente de Gini,0.314771
16054,Razón de ingreso,0.158912
16054,IDH,0.618
16055,Coeficiente de Gini,0.326524
16055,Razón de ingreso,0.169128
16055,IDH,0.658
16061,Coeficiente de Gini,0.355578
16061,Razón de ingreso,0.180894
16061,IDH,0.601
16062,Coeficiente de Gini,0.346409
16062,Razón de ingreso,0.165812
16062,IDH,0.612
16063,Coeficiente de Gini,0.309505
16063,Razón de ingreso,0.17456
16063,IDH,0.592
16064,Coeficiente de Gini,0.325761
16064,Razón de ingreso,0.168365
16064,IDH,0.612
16067,Coeficiente de Gini,0.315198
16067,Razón de ingreso,0.181909
16067,IDH,0.616
16071,Coeficiente de Gini,0.329767
16071,Razón de ingreso,0.171227
16071,IDH,0.658
16073,Coeficiente de Gini,0.332364
16073,Razón de ingreso,0.187621
16073,IDH,0.652
16078,Coeficiente de Gini,0.330671
16078,Razón de ingreso,0.176102
16078,IDH,0.64
16079,Coeficiente de Gini,0.323657
16079,Razón de ingreso,0.185184
16079,IDH,0.634
16080,Coeficiente de Gini,0.323475
16080,Razón de ingreso,0.173207
16080,IDH,0.601
16082,Coeficiente de Gini,0.315152
16082,Razón de ingreso,0.163385
16082,IDH,0.674
16084,Coeficiente de Gini,0.352766
16084,Razón de ingreso,0.185001
16084,IDH,0.63
16085,Coeficiente de Gini,0.313979
16085,Razón de ingreso,0.179626
16085,IDH,0.647
16086,Coeficiente de Gini,0.310966
16086,Razón de ingreso,0.177578
16086,IDH,0.658
16091,Coeficiente de Gini,0.320664
16091,Razón de ingreso,0.170263
16091,IDH,0.687
16097,Coeficiente de Gini,0.334309
16097,Razón de ingreso,0.188636
16097,IDH,0.584
16101,Coeficiente de Gini,0.328967
16101,Razón de ingreso,0.168604
16101,IDH,0.557
16103,Coeficiente de Gini,0.327005
16103,Razón de ingreso,0.192075
16103,IDH,0.647
16104,Coeficiente de Gini,0.317262
16104,Razón de ingreso,0.175005
16104,IDH,0.66
16106,Coeficiente de Gini,0.3153
16106,Razón de ingreso,0.182054
16106,IDH,0.678
16110,Coeficiente de Gini,0.325609
16110,Razón de ingreso,0.201988
16110,IDH,0.667
16111,Coeficiente de Gini,0.344436
16111,Razón de ingreso,0.184895
16111,IDH,0.653
16113,Coeficiente de Gini,0.324072
16113,Razón de ingreso,0.192179
16113,IDH,0.656
17005,Coeficiente de Gini,0.342575
17005,Razón de ingreso,0.177844
17005,IDH,0.647
18002,Coeficiente de Gini,0.326686
18002,Razón de ingreso,0.172536
18002,IDH,0.725
18003,Coeficiente de Gini,0.333745
18003,Razón de ingreso,0.167032
18003,IDH,0.726
18012,Coeficiente de Gini,0.323523
18012,Razón de ingreso,0.184431
18012,IDH,0.697
18013,Coeficiente de Gini,0.329369
18013,Razón de ingreso,0.190095
18013,IDH,0.72
19001,Coeficiente de Gini,0.283995
19001,Razón de ingreso,0.16012
19001,IDH,0.703
19002,Coeficiente de Gini,0.292961
19002,Razón de ingreso,0.155394
19002,IDH,0.703
19003,Coeficiente de Gini,0.303754
19003,Razón de ingreso,0.141615
19003,IDH,0.641
19009,Coeficiente de Gini,0.301147
19009,Razón de ingreso,0.187267
19009,IDH,0.736
19015,Coeficiente de Gini,0.305019
19015,Razón de ingreso,0.157169
19015,IDH,0.646
19016,Coeficiente de Gini,0.296555
19016,Razón de ingreso,0.149794
19016,IDH,0.672
19023,Coeficiente de Gini,0.29455
19023,Razón de ingreso,0.139587
19023,IDH,0.681
19028,Coeficiente de Gini,0.293431
19028,Razón de ingreso,0.146349
19028,IDH,0.689
19029,Coeficiente de Gini,0.322616
19029,Razón de ingreso,0.151934
19029,IDH,0.722
19032,Coeficiente de Gini,0.28553
19032,Razón de ingreso,0.155043
19032,IDH,0.692
19035,Coeficiente de Gini,0.300681
19035,Razón de ingreso,0.165519
19035,IDH,0.707
19040,Coeficiente de Gini,0.306692
19040,Razón de ingreso,0.154072
19040,IDH,0.705
19047,Coeficiente de Gini,0.323093
19047,Razón de ingreso,0.177661
19047,IDH,0.722
20004,Coeficiente de Gini,0.351148
20004,Razón de ingreso,0.18828
20004,IDH,0.65
20011,Coeficiente de Gini,0.353148
20011,Razón de ingreso,0.185204
20011,IDH,0.542
20014,Coeficiente de Gini,0.319733
20014,Razón de ingreso,0.187309
20014,IDH,0.753
20018,Coeficiente de Gini,0.344169
20018,Razón de ingreso,0.190629
20018,IDH,0.573
20019,Coeficiente de Gini,0.319893
20019,Razón de ingreso,0.171849
20019,IDH,0.544
20022,Coeficiente de Gini,0.364642
20022,Razón de ingreso,0.190817
20022,IDH,0.636
20025,Coeficiente de Gini,0.352357
20025,Razón de ingreso,0.174511
20025,IDH,0.638
20027,Coeficiente de Gini,0.312722
20027,Razón de ingreso,0.163402
20027,IDH,0.53
20029,Coeficiente de Gini,0.340935
20029,Razón de ingreso,0.167938
20029,IDH,0.509
20031,Coeficiente de Gini,0.331898
20031,Razón de ingreso,0.174646
20031,IDH,0.563
20033,Coeficiente de Gini,0.332114
20033,Razón de ingreso,0.165832
20033,IDH,0.748
20040,Coeficiente de Gini,0.336577
20040,Razón de ingreso,0.167831
20040,IDH,0.498
20045,Coeficiente de Gini,0.325434
20045,Razón de ingreso,0.199072
20045,IDH,0.769
20052,Coeficiente de Gini,0.33022
20052,Razón de ingreso,0.191169
20052,IDH,0.725
20053,Coeficiente de Gini,0.344489
20053,Razón de ingreso,0.175571
20053,IDH,0.68
20056,Coeficiente de Gini,0.329413
20056,Razón de ingreso,0.174909
20056,IDH,0.606
20058,Coeficiente de Gini,0.331557
20058,Razón de ingreso,0.161927
20058,IDH,0.541
20062,Coeficiente de Gini,0.319773
20062,Razón de ingreso,0.157055
20062,IDH,0.699
20064,Coeficiente de Gini,0.315288
20064,Razón de ingreso,0.178117
20064,IDH,0.619
20072,Coeficiente de Gini,0.339879
20072,Razón de ingreso,0.182182
20072,IDH,0.575
20076,Coeficiente de Gini,0.322676
20076,Razón de ingreso,0.152485
20076,IDH,0.596
20084,Coeficiente de Gini,0.31562
20084,Razón de ingreso,0.191899
20084,IDH,0.768
20090,Coeficiente de Gini,0.328766
20090,Razón de ingreso,0.186364
20090,IDH,0.668
20100,Coeficiente de Gini,0.36252
20100,Razón de ingreso,0.189517
20100,IDH,0.577
20103,Coeficiente de Gini,0.334225
20103,Razón de ingreso,0.177306
20103,IDH,0.631
20105,Coeficiente de Gini,0.320562
20105,Razón de ingreso,0.157007
20105,IDH,0.558
20108,Coeficiente de Gini,0.349592
20108,Razón de ingreso,0.181939
20108,IDH,0.589
20109,Coeficiente de Gini,0.343543
20109,Razón de ingreso,0.177983
20109,IDH,0.7
20111,Coeficiente de Gini,0.348173
20111,Razón de ingreso,0.184112
20111,IDH,0.571
20112,Coeficiente de Gini,0.342203
20112,Razón de ingreso,0.201607
20112,IDH,0.632
20123,Coeficiente de Gini,0.322772
20123,Razón de ingreso,0.182044
20123,IDH,0.573
20124,Coeficiente de Gini,0.329562
20124,Razón de ingreso,0.191481
20124,IDH,0.614
20128,Coeficiente de Gini,0.329294
20128,Razón de ingreso,0.187593
20128,IDH,0.613
20131,Coeficiente de Gini,0.339764
20131,Razón de ingreso,0.189151
20131,IDH,0.574
20132,Coeficiente de Gini,0.344436
20132,Razón de ingreso,0.20906
20132,IDH,0.72
20136,Coeficiente de Gini,0.381511
20136,Razón de ingreso,0.22381
20136,IDH,0.59
20137,Coeficiente de Gini,0.318218
20137,Razón de ingreso,0.177849
20137,IDH,0.571
20138,Coeficiente de Gini,0.342101
20138,Razón de ingreso,0.191268
20138,IDH,0.59
20174,Coeficiente de Gini,0.343455
20174,Razón de ingreso,0.187236
20174,IDH,0.757
20141,Coeficiente de Gini,0.304661
20141,Razón de ingreso,0.169618
20141,IDH,0.626
20143,Coeficiente de Gini,0.331942
20143,Razón de ingreso,0.185477
20143,IDH,0.658
20398,Coeficiente de Gini,0.321583
20398,Razón de ingreso,0.185844
20398,IDH,0.602
20152,Coeficiente de Gini,0.361911
20152,Razón de ingreso,0.205531
20152,IDH,0.505
20247,Coeficiente de Gini,0.322838
20247,Razón de ingreso,0.195207
20247,IDH,0.747
20153,Coeficiente de Gini,0.32611
20153,Razón de ingreso,0.170639
20153,IDH,0.602
20154,Coeficiente de Gini,0.303724
20154,Razón de ingreso,0.13814
20154,IDH,0.547
20155,Coeficiente de Gini,0.334082
20155,Razón de ingreso,0.16587
20155,IDH,0.519
20156,Coeficiente de Gini,0.340623
20156,Razón de ingreso,0.199958
20156,IDH,0.611
20164,Coeficiente de Gini,0.337204
20164,Razón de ingreso,0.165821
20164,IDH,0.54
20168,Coeficiente de Gini,0.31359
20168,Razón de ingreso,0.150656
20168,IDH,0.613
20264,Coeficiente de Gini,0.303469
20264,Razón de ingreso,0.147114
20264,IDH,0.567
20286,Coeficiente de Gini,0.340995
20286,Razón de ingreso,0.164995
20286,IDH,0.565
20180,Coeficiente de Gini,0.326152
20180,Razón de ingreso,0.163373
20180,IDH,0.642
20410,Coeficiente de Gini,0.353863
20410,Razón de ingreso,0.180121
20410,IDH,0.6
20182,Coeficiente de Gini,0.316776
20182,Razón de ingreso,0.168846
20182,IDH,0.527
20305,Coeficiente de Gini,0.323248
20305,Razón de ingreso,0.176692
20305,IDH,0.762
20188,Coeficiente de Gini,0.325197
20188,Razón de ingreso,0.176903
20188,IDH,0.586
20225,Coeficiente de Gini,0.320708
20225,Razón de ingreso,0.154027
20225,IDH,0.554
